Orville T Bright School,815
Parnell Ave & 103rd St,816
Paulina St & Howard St,817
Plainfield & Irving Park,818
Prairie Ave & Garfield Blvd N,819
Pubic Rack - Pulaski Rd & 41st,820
Pulaski Rd & 44th St,821
Pulaski Rd & Polk St,822
Rhodes Ave & 79th St,823
Ridge Blvd & Touhy Ave,824
Robert Fulton Elementary School,825
Rockwell St & Fletcher St,826
S Wentworth Ave & W 111th St,827
Sacramento Blvd & Division St,828
Sacramento Blvd & Washington Blvd,829
Sangamon St & Lake St,830
Sawyer Ave & Bryn Mawr Ave - SE,831
Sheffield Ave & Fullerton Ave,832
Sheffield Ave & Kingsbury St,833
Sheffield Ave & Webster Ave,834
Sheffield Ave & Wellington Ave,835
Sheffield Ave & Wrightwood Ave,836
Sheridan Rd & Noyes St (NU),837
Shields Ave & 28th Pl,838
South Chicago Ave & Elliot Ave,839
South Shore Dr & 74th St,840
Springfield Ave & 47th St,841
Springfield Ave & 63rd St,842
State St & 19th St,843
State St & 54th St,844
State St & Harrison St,845
State St & Pershing Rd,846
Stewart Ave & 123rd St,847
Stony Island & 87th St,848
Talman Ave & 51st St - midblock,849
Tripp Ave & 15th St,850
Troy & 111th St,851
Troy St & Jackson Blvd,852
Tuley (Murray) Park,853
Vincennes Ave & 75th St,854
Virginia Ave & Catalpa Ave,855
Wacker Dr & Washington St,856
Walsh Park,857
Wells St & Huron St,858
Wentworth Ave & 104th St,859
Wentworth Ave & Cermak Rd,860
Western Ave & 106th St - East,861
Western Ave & 106th St - West,862
Western Ave & 111th St,863
Western Ave & 111th St - SE,864
Western Ave & 79th St,865
Western Ave & 98th St,866
Western Ave & Howard St,867
Western Ave & Lake St,868
Western Ave & Walton St,869
Whipple St & 63rd St,870
Wood St & 35th St,871
Wood St & 47th St,872
Wood St & Milwaukee Ave,873
Yates Blvd & 93rd St,874
111th St - Morgan Park Metra,875
Albany Ave & 103rd St,876
Albany Ave & 16th St,877
